# Part W7: the fields decided by a word count after a change of variables, one line per field.
# Columns: discriminant, prime p, p-class rank, coefficient field q of the change of variables, certificate file.
# The certificate records the change of variables and the high terms of the completed basis; see records/p3/flag-certificates/FORMAT.md.
discriminant	p	rank	q	certificate
-812583320	3	3	3	records/p3/flag-certificates/812583320.json
-812744312	3	3	3	records/p3/flag-certificates/812744312.json
-813064404	3	3	3	records/p3/flag-certificates/813064404.json
-813069220	3	3	3	records/p3/flag-certificates/813069220.json
-813173947	3	3	3	records/p3/flag-certificates/813173947.json
-813197364	3	3	3	records/p3/flag-certificates/813197364.json
-813207383	3	3	3	records/p3/flag-certificates/813207383.json
-813961108	3	3	3	records/p3/flag-certificates/813961108.json
-814024839	3	3	3	records/p3/flag-certificates/814024839.json
-814054568	3	3	3	records/p3/flag-certificates/814054568.json
-814114648	3	3	3	records/p3/flag-certificates/814114648.json
-814365811	3	3	3	records/p3/flag-certificates/814365811.json
-814390099	3	3	3	records/p3/flag-certificates/814390099.json
-814639395	3	3	3	records/p3/flag-certificates/814639395.json
-814667719	3	3	9	records/p3/flag-certificates/814667719.json
-814740504	3	3	3	records/p3/flag-certificates/814740504.json
-814781476	3	3	3	records/p3/flag-certificates/814781476.json
-814824487	3	3	3	records/p3/flag-certificates/814824487.json
-815002555	3	3	3	records/p3/flag-certificates/815002555.json
-815034939	3	3	3	records/p3/flag-certificates/815034939.json
-815098983	3	3	3	records/p3/flag-certificates/815098983.json
-815117019	3	3	3	records/p3/flag-certificates/815117019.json
-815165684	3	3	3	records/p3/flag-certificates/815165684.json
-815171815	3	3	3	records/p3/flag-certificates/815171815.json
-815180552	3	3	3	records/p3/flag-certificates/815180552.json
-815191527	3	3	3	records/p3/flag-certificates/815191527.json
-815254823	3	3	3	records/p3/flag-certificates/815254823.json
-815375739	3	3	3	records/p3/flag-certificates/815375739.json
-815441059	3	3	3	records/p3/flag-certificates/815441059.json
-815454532	3	3	9	records/p3/flag-certificates/815454532.json
-815511331	3	3	3	records/p3/flag-certificates/815511331.json
-815639519	3	3	3	records/p3/flag-certificates/815639519.json
-815754979	3	3	3	records/p3/flag-certificates/815754979.json
-815758779	3	3	3	records/p3/flag-certificates/815758779.json
-815974111	3	3	9	records/p3/flag-certificates/815974111.json
-816172948	3	3	3	records/p3/flag-certificates/816172948.json
-816479827	3	3	3	records/p3/flag-certificates/816479827.json
-816527524	3	3	3	records/p3/flag-certificates/816527524.json
-816645988	3	3	3	records/p3/flag-certificates/816645988.json
-816650331	3	3	3	records/p3/flag-certificates/816650331.json
-816752303	3	3	3	records/p3/flag-certificates/816752303.json
-816755012	3	3	3	records/p3/flag-certificates/816755012.json
-816788552	3	3	3	records/p3/flag-certificates/816788552.json
-816814435	3	3	3	records/p3/flag-certificates/816814435.json
-816925667	3	3	3	records/p3/flag-certificates/816925667.json
-817011147	3	3	3	records/p3/flag-certificates/817011147.json
-817121895	3	3	3	records/p3/flag-certificates/817121895.json
-817337163	3	3	3	records/p3/flag-certificates/817337163.json
-817375387	3	3	3	records/p3/flag-certificates/817375387.json
-817396079	3	3	3	records/p3/flag-certificates/817396079.json
-817400807	3	3	3	records/p3/flag-certificates/817400807.json
-817641211	3	3	3	records/p3/flag-certificates/817641211.json
-817864712	3	3	3	records/p3/flag-certificates/817864712.json
-817975139	3	3	3	records/p3/flag-certificates/817975139.json
-817976435	3	3	3	records/p3/flag-certificates/817976435.json
-818036503	3	3	3	records/p3/flag-certificates/818036503.json
-818225508	3	3	3	records/p3/flag-certificates/818225508.json
-818387711	3	3	3	records/p3/flag-certificates/818387711.json
-818389156	3	3	3	records/p3/flag-certificates/818389156.json
-818548827	3	3	3	records/p3/flag-certificates/818548827.json
-818625551	3	3	3	records/p3/flag-certificates/818625551.json
-818654199	3	3	3	records/p3/flag-certificates/818654199.json
-818705091	3	3	3	records/p3/flag-certificates/818705091.json
-818721439	3	3	3	records/p3/flag-certificates/818721439.json
-818750955	3	3	9	records/p3/flag-certificates/818750955.json
-818849076	3	3	3	records/p3/flag-certificates/818849076.json
-818872856	3	3	3	records/p3/flag-certificates/818872856.json
-818879711	3	3	3	records/p3/flag-certificates/818879711.json
-818882447	3	3	3	records/p3/flag-certificates/818882447.json
-819092676	3	3	3	records/p3/flag-certificates/819092676.json
-819124852	3	3	27	records/p3/flag-certificates/819124852.json
-819194727	3	3	3	records/p3/flag-certificates/819194727.json
-819228819	3	3	3	records/p3/flag-certificates/819228819.json
-819256927	3	3	3	records/p3/flag-certificates/819256927.json
-819402196	3	3	3	records/p3/flag-certificates/819402196.json
-819505767	3	3	3	records/p3/flag-certificates/819505767.json
-819509887	3	3	3	records/p3/flag-certificates/819509887.json
-819771059	3	3	3	records/p3/flag-certificates/819771059.json
-819775940	3	3	3	records/p3/flag-certificates/819775940.json
-819833251	3	3	9	records/p3/flag-certificates/819833251.json
-819862339	3	3	3	records/p3/flag-certificates/819862339.json
-820057015	3	3	3	records/p3/flag-certificates/820057015.json
-820082399	3	3	3	records/p3/flag-certificates/820082399.json
-820234355	3	3	3	records/p3/flag-certificates/820234355.json
-820403187	3	3	3	records/p3/flag-certificates/820403187.json
-820540655	3	3	3	records/p3/flag-certificates/820540655.json
-820556031	3	3	3	records/p3/flag-certificates/820556031.json
-820583851	3	3	3	records/p3/flag-certificates/820583851.json
-820593208	3	3	3	records/p3/flag-certificates/820593208.json
-820631747	3	3	3	records/p3/flag-certificates/820631747.json
-820634795	3	3	9	records/p3/flag-certificates/820634795.json
-820710692	3	3	3	records/p3/flag-certificates/820710692.json
-820784903	3	3	3	records/p3/flag-certificates/820784903.json
-820837087	3	3	27	records/p3/flag-certificates/820837087.json
-820845064	3	3	9	records/p3/flag-certificates/820845064.json
-820925059	3	3	3	records/p3/flag-certificates/820925059.json
-821143739	3	3	3	records/p3/flag-certificates/821143739.json
-821259588	3	3	3	records/p3/flag-certificates/821259588.json
-821503151	3	3	3	records/p3/flag-certificates/821503151.json
-821530039	3	3	3	records/p3/flag-certificates/821530039.json
-821531976	3	3	3	records/p3/flag-certificates/821531976.json
-821553380	3	3	3	records/p3/flag-certificates/821553380.json
-821609060	3	3	3	records/p3/flag-certificates/821609060.json
-821641267	3	3	3	records/p3/flag-certificates/821641267.json
-821656903	3	3	3	records/p3/flag-certificates/821656903.json
-821681480	3	3	3	records/p3/flag-certificates/821681480.json
-821806555	3	3	3	records/p3/flag-certificates/821806555.json
-821822843	3	3	3	records/p3/flag-certificates/821822843.json
-821843304	3	3	3	records/p3/flag-certificates/821843304.json
-821946911	3	3	243	records/p3/flag-certificates/821946911.json
-821966711	3	3	3	records/p3/flag-certificates/821966711.json
-821968807	3	3	3	records/p3/flag-certificates/821968807.json
-822068751	3	3	3	records/p3/flag-certificates/822068751.json
-822264771	3	3	3	records/p3/flag-certificates/822264771.json
-822278708	3	3	3	records/p3/flag-certificates/822278708.json
-822316647	3	3	3	records/p3/flag-certificates/822316647.json
-822317835	3	3	3	records/p3/flag-certificates/822317835.json
-822385219	3	3	3	records/p3/flag-certificates/822385219.json
-822472303	3	3	3	records/p3/flag-certificates/822472303.json
-822482939	3	3	3	records/p3/flag-certificates/822482939.json
-822585283	3	3	3	records/p3/flag-certificates/822585283.json
-822585763	3	3	3	records/p3/flag-certificates/822585763.json
-822634283	3	3	3	records/p3/flag-certificates/822634283.json
-822880259	3	3	3	records/p3/flag-certificates/822880259.json
-822906071	3	3	3	records/p3/flag-certificates/822906071.json
-822907283	3	3	3	records/p3/flag-certificates/822907283.json
-823015383	3	3	3	records/p3/flag-certificates/823015383.json
-823053963	3	3	3	records/p3/flag-certificates/823053963.json
-823112727	3	3	3	records/p3/flag-certificates/823112727.json
-823120951	3	3	3	records/p3/flag-certificates/823120951.json
-823165748	3	3	3	records/p3/flag-certificates/823165748.json
-823168247	3	3	3	records/p3/flag-certificates/823168247.json
-823178803	3	3	3	records/p3/flag-certificates/823178803.json
-823487124	3	3	3	records/p3/flag-certificates/823487124.json
-823530955	3	3	9	records/p3/flag-certificates/823530955.json
-823607220	3	3	3	records/p3/flag-certificates/823607220.json
-823652639	3	3	3	records/p3/flag-certificates/823652639.json
-823991127	3	3	3	records/p3/flag-certificates/823991127.json
-824036055	3	3	3	records/p3/flag-certificates/824036055.json
-824103247	3	3	3	records/p3/flag-certificates/824103247.json
-824109167	3	3	3	records/p3/flag-certificates/824109167.json
-824326647	3	3	3	records/p3/flag-certificates/824326647.json
-824341579	3	3	81	records/p3/flag-certificates/824341579.json
-824420567	3	3	3	records/p3/flag-certificates/824420567.json
-824514407	3	3	3	records/p3/flag-certificates/824514407.json
-824561303	3	3	3	records/p3/flag-certificates/824561303.json
-824615636	3	3	3	records/p3/flag-certificates/824615636.json
-824757091	3	3	3	records/p3/flag-certificates/824757091.json
-824849912	3	3	3	records/p3/flag-certificates/824849912.json
-824861204	3	3	3	records/p3/flag-certificates/824861204.json
-824930488	3	3	3	records/p3/flag-certificates/824930488.json
-825113315	3	3	3	records/p3/flag-certificates/825113315.json
-825190724	3	3	3	records/p3/flag-certificates/825190724.json
-825271016	3	3	3	records/p3/flag-certificates/825271016.json
-825296244	3	3	3	records/p3/flag-certificates/825296244.json
-825300771	3	3	3	records/p3/flag-certificates/825300771.json
-825348815	3	3	27	records/p3/flag-certificates/825348815.json
-825769380	3	3	3	records/p3/flag-certificates/825769380.json
-825809912	3	3	3	records/p3/flag-certificates/825809912.json
-825837439	3	3	3	records/p3/flag-certificates/825837439.json
-825849128	3	3	3	records/p3/flag-certificates/825849128.json
-825907780	3	3	3	records/p3/flag-certificates/825907780.json
-825956644	3	3	3	records/p3/flag-certificates/825956644.json
-826017527	3	3	9	records/p3/flag-certificates/826017527.json
-826069544	3	3	3	records/p3/flag-certificates/826069544.json
-826083931	3	3	3	records/p3/flag-certificates/826083931.json
-826243259	3	3	3	records/p3/flag-certificates/826243259.json
-826244548	3	3	3	records/p3/flag-certificates/826244548.json
-826471732	3	3	27	records/p3/flag-certificates/826471732.json
-826618207	3	3	3	records/p3/flag-certificates/826618207.json
-826786963	3	3	3	records/p3/flag-certificates/826786963.json
-826883096	3	3	3	records/p3/flag-certificates/826883096.json
-826906468	3	3	3	records/p3/flag-certificates/826906468.json
-826925684	3	3	3	records/p3/flag-certificates/826925684.json
-826969492	3	3	3	records/p3/flag-certificates/826969492.json
-827178931	3	3	9	records/p3/flag-certificates/827178931.json
-827201651	3	3	3	records/p3/flag-certificates/827201651.json
-827282867	3	3	3	records/p3/flag-certificates/827282867.json
-827408247	3	3	3	records/p3/flag-certificates/827408247.json
-827507451	3	3	3	records/p3/flag-certificates/827507451.json
-827716360	3	3	3	records/p3/flag-certificates/827716360.json
-827722803	3	3	3	records/p3/flag-certificates/827722803.json
-827752171	3	3	9	records/p3/flag-certificates/827752171.json
-827859439	3	3	9	records/p3/flag-certificates/827859439.json
-827898564	3	3	3	records/p3/flag-certificates/827898564.json
-827909095	3	3	9	records/p3/flag-certificates/827909095.json
-827915795	3	3	3	records/p3/flag-certificates/827915795.json
-828045583	3	3	9	records/p3/flag-certificates/828045583.json
-828148155	3	3	3	records/p3/flag-certificates/828148155.json
-828327279	3	3	3	records/p3/flag-certificates/828327279.json
-828352499	3	3	3	records/p3/flag-certificates/828352499.json
-828471503	3	3	3	records/p3/flag-certificates/828471503.json
-828666407	3	3	3	records/p3/flag-certificates/828666407.json
-828789487	3	3	3	records/p3/flag-certificates/828789487.json
-828822819	3	3	3	records/p3/flag-certificates/828822819.json
-828922616	3	3	3	records/p3/flag-certificates/828922616.json
-829058043	3	3	3	records/p3/flag-certificates/829058043.json
-829089659	3	3	3	records/p3/flag-certificates/829089659.json
-829314871	3	3	3	records/p3/flag-certificates/829314871.json
-829454387	3	3	3	records/p3/flag-certificates/829454387.json
-829601239	3	3	3	records/p3/flag-certificates/829601239.json
-829602923	3	3	81	records/p3/flag-certificates/829602923.json
-829984868	3	3	3	records/p3/flag-certificates/829984868.json
-830152263	3	3	3	records/p3/flag-certificates/830152263.json
-830184351	3	3	3	records/p3/flag-certificates/830184351.json
-830252040	3	3	3	records/p3/flag-certificates/830252040.json
-830486479	3	3	3	records/p3/flag-certificates/830486479.json
-830674219	3	3	3	records/p3/flag-certificates/830674219.json
-830675063	3	3	3	records/p3/flag-certificates/830675063.json
-830805131	3	3	3	records/p3/flag-certificates/830805131.json
-830859251	3	3	3	records/p3/flag-certificates/830859251.json
-830859587	3	3	3	records/p3/flag-certificates/830859587.json
-830890312	3	3	3	records/p3/flag-certificates/830890312.json
-830897231	3	3	3	records/p3/flag-certificates/830897231.json
-830943208	3	3	9	records/p3/flag-certificates/830943208.json
-830943823	3	3	3	records/p3/flag-certificates/830943823.json
-831065063	3	3	3	records/p3/flag-certificates/831065063.json
-831188040	3	3	243	records/p3/flag-certificates/831188040.json
-831330919	3	3	9	records/p3/flag-certificates/831330919.json
-831411563	3	3	3	records/p3/flag-certificates/831411563.json
-831460399	3	3	3	records/p3/flag-certificates/831460399.json
-831539307	3	3	3	records/p3/flag-certificates/831539307.json
-831571603	3	3	3	records/p3/flag-certificates/831571603.json
-831691223	3	3	3	records/p3/flag-certificates/831691223.json
-831825032	3	3	3	records/p3/flag-certificates/831825032.json
-831912744	3	3	3	records/p3/flag-certificates/831912744.json
-831953543	3	3	3	records/p3/flag-certificates/831953543.json
-832168799	3	3	3	records/p3/flag-certificates/832168799.json
-832422763	3	3	9	records/p3/flag-certificates/832422763.json
-832457103	3	3	3	records/p3/flag-certificates/832457103.json
-832626787	3	3	3	records/p3/flag-certificates/832626787.json
-832739827	3	3	27	records/p3/flag-certificates/832739827.json
-832747108	3	3	3	records/p3/flag-certificates/832747108.json
-832763883	3	3	3	records/p3/flag-certificates/832763883.json
-832849823	3	3	3	records/p3/flag-certificates/832849823.json
-832874532	3	3	3	records/p3/flag-certificates/832874532.json
-832905923	3	3	3	records/p3/flag-certificates/832905923.json
-832975908	3	3	3	records/p3/flag-certificates/832975908.json
-832990840	3	3	3	records/p3/flag-certificates/832990840.json
-833087284	3	3	3	records/p3/flag-certificates/833087284.json
-833206955	3	3	3	records/p3/flag-certificates/833206955.json
-833313464	3	3	3	records/p3/flag-certificates/833313464.json
-833363203	3	3	3	records/p3/flag-certificates/833363203.json
-833364424	3	3	3	records/p3/flag-certificates/833364424.json
-833384903	3	3	3	records/p3/flag-certificates/833384903.json
-833446631	3	3	3	records/p3/flag-certificates/833446631.json
-833450459	3	3	3	records/p3/flag-certificates/833450459.json
-833490535	3	3	9	records/p3/flag-certificates/833490535.json
-833527399	3	3	3	records/p3/flag-certificates/833527399.json
-833603739	3	3	3	records/p3/flag-certificates/833603739.json
-833611640	3	3	3	records/p3/flag-certificates/833611640.json
-833740539	3	3	3	records/p3/flag-certificates/833740539.json
-833752843	3	3	3	records/p3/flag-certificates/833752843.json
-833754824	3	3	3	records/p3/flag-certificates/833754824.json
-833855556	3	3	3	records/p3/flag-certificates/833855556.json
-833896631	3	3	9	records/p3/flag-certificates/833896631.json
-833937727	3	3	3	records/p3/flag-certificates/833937727.json
-833947283	3	3	3	records/p3/flag-certificates/833947283.json
-833971819	3	3	3	records/p3/flag-certificates/833971819.json
-834069631	3	3	3	records/p3/flag-certificates/834069631.json
-834084751	3	3	3	records/p3/flag-certificates/834084751.json
-834105499	3	3	3	records/p3/flag-certificates/834105499.json
-834227288	3	3	3	records/p3/flag-certificates/834227288.json
-834277395	3	3	3	records/p3/flag-certificates/834277395.json
-834458068	3	3	3	records/p3/flag-certificates/834458068.json
-834540703	3	3	3	records/p3/flag-certificates/834540703.json
-834669131	3	3	3	records/p3/flag-certificates/834669131.json
-834696051	3	3	3	records/p3/flag-certificates/834696051.json
-834813899	3	3	3	records/p3/flag-certificates/834813899.json
-834914543	3	3	3	records/p3/flag-certificates/834914543.json
-835030607	3	3	3	records/p3/flag-certificates/835030607.json
-835032487	3	3	27	records/p3/flag-certificates/835032487.json
-835134987	3	3	3	records/p3/flag-certificates/835134987.json
-835189827	3	3	3	records/p3/flag-certificates/835189827.json
-835202819	3	3	3	records/p3/flag-certificates/835202819.json
-835550071	3	3	3	records/p3/flag-certificates/835550071.json
-835562707	3	3	3	records/p3/flag-certificates/835562707.json
-835670031	3	3	3	records/p3/flag-certificates/835670031.json
-835801364	3	3	3	records/p3/flag-certificates/835801364.json
-835867736	3	3	3	records/p3/flag-certificates/835867736.json
-835925971	3	3	9	records/p3/flag-certificates/835925971.json
-836562919	3	3	9	records/p3/flag-certificates/836562919.json
-836727231	3	3	3	records/p3/flag-certificates/836727231.json
-836873639	3	3	3	records/p3/flag-certificates/836873639.json
-837061208	3	3	3	records/p3/flag-certificates/837061208.json
-837071848	3	3	3	records/p3/flag-certificates/837071848.json
-837079480	3	3	3	records/p3/flag-certificates/837079480.json
-837184520	3	3	3	records/p3/flag-certificates/837184520.json
-837287951	3	3	9	records/p3/flag-certificates/837287951.json
-837288104	3	3	3	records/p3/flag-certificates/837288104.json
-837423967	3	3	3	records/p3/flag-certificates/837423967.json
-837442484	3	3	3	records/p3/flag-certificates/837442484.json
-837452723	3	3	3	records/p3/flag-certificates/837452723.json
-837638619	3	3	3	records/p3/flag-certificates/837638619.json
-837672643	3	3	3	records/p3/flag-certificates/837672643.json
-837751807	3	3	3	records/p3/flag-certificates/837751807.json
-837760387	3	3	3	records/p3/flag-certificates/837760387.json
-837764943	3	3	3	records/p3/flag-certificates/837764943.json
-837806916	3	3	3	records/p3/flag-certificates/837806916.json
-837913592	3	3	3	records/p3/flag-certificates/837913592.json
-837995455	3	3	3	records/p3/flag-certificates/837995455.json
-838269667	3	3	3	records/p3/flag-certificates/838269667.json
-838344607	3	3	3	records/p3/flag-certificates/838344607.json
-838422971	3	3	3	records/p3/flag-certificates/838422971.json
-838651739	3	3	9	records/p3/flag-certificates/838651739.json
-838988627	3	3	3	records/p3/flag-certificates/838988627.json
-838994887	3	3	3	records/p3/flag-certificates/838994887.json
-839042024	3	3	3	records/p3/flag-certificates/839042024.json
-839364980	3	3	3	records/p3/flag-certificates/839364980.json
-839409007	3	3	3	records/p3/flag-certificates/839409007.json
-839491928	3	3	3	records/p3/flag-certificates/839491928.json
-839635764	3	3	3	records/p3/flag-certificates/839635764.json
-839869144	3	3	3	records/p3/flag-certificates/839869144.json
-839948027	3	3	9	records/p3/flag-certificates/839948027.json
-839951515	3	3	3	records/p3/flag-certificates/839951515.json
-840057031	3	3	3	records/p3/flag-certificates/840057031.json
-840141460	3	3	3	records/p3/flag-certificates/840141460.json
-840286463	3	3	3	records/p3/flag-certificates/840286463.json
-840302387	3	3	3	records/p3/flag-certificates/840302387.json
-840385595	3	3	3	records/p3/flag-certificates/840385595.json
-840428983	3	3	3	records/p3/flag-certificates/840428983.json
-840492319	3	3	9	records/p3/flag-certificates/840492319.json
-840568324	3	3	3	records/p3/flag-certificates/840568324.json
-840583203	3	3	3	records/p3/flag-certificates/840583203.json
-840588036	3	3	3	records/p3/flag-certificates/840588036.json
-840828011	3	3	3	records/p3/flag-certificates/840828011.json
-840840116	3	3	27	records/p3/flag-certificates/840840116.json
-840871927	3	3	27	records/p3/flag-certificates/840871927.json
-840928091	3	3	3	records/p3/flag-certificates/840928091.json
-840988936	3	3	3	records/p3/flag-certificates/840988936.json
-841084539	3	3	3	records/p3/flag-certificates/841084539.json
-841105448	3	3	3	records/p3/flag-certificates/841105448.json
-841519927	3	3	3	records/p3/flag-certificates/841519927.json
-841622827	3	3	3	records/p3/flag-certificates/841622827.json
-841626803	3	3	3	records/p3/flag-certificates/841626803.json
-841658196	3	3	3	records/p3/flag-certificates/841658196.json
-841721236	3	3	3	records/p3/flag-certificates/841721236.json
-841789192	3	3	3	records/p3/flag-certificates/841789192.json
-841884979	3	3	3	records/p3/flag-certificates/841884979.json
-841926696	3	3	3	records/p3/flag-certificates/841926696.json
-841962319	3	3	3	records/p3/flag-certificates/841962319.json
-842017171	3	3	81	records/p3/flag-certificates/842017171.json
-842088116	3	3	3	records/p3/flag-certificates/842088116.json
-842151755	3	3	3	records/p3/flag-certificates/842151755.json
-842422831	3	3	3	records/p3/flag-certificates/842422831.json
-842432407	3	3	3	records/p3/flag-certificates/842432407.json
-842500931	3	3	3	records/p3/flag-certificates/842500931.json
-842636543	3	3	3	records/p3/flag-certificates/842636543.json
-842796179	3	3	3	records/p3/flag-certificates/842796179.json
-842803751	3	3	3	records/p3/flag-certificates/842803751.json
-842850628	3	3	3	records/p3/flag-certificates/842850628.json
-842871304	3	3	3	records/p3/flag-certificates/842871304.json
-842924459	3	3	9	records/p3/flag-certificates/842924459.json
-843127307	3	3	3	records/p3/flag-certificates/843127307.json
-843170099	3	3	3	records/p3/flag-certificates/843170099.json
-843324083	3	3	3	records/p3/flag-certificates/843324083.json
-843465551	3	3	3	records/p3/flag-certificates/843465551.json
-843640291	3	3	3	records/p3/flag-certificates/843640291.json
-843670103	3	3	3	records/p3/flag-certificates/843670103.json
-843682627	3	3	3	records/p3/flag-certificates/843682627.json
-843695687	3	3	3	records/p3/flag-certificates/843695687.json
-843952643	3	3	3	records/p3/flag-certificates/843952643.json
-843976559	3	3	3	records/p3/flag-certificates/843976559.json
-844181428	3	3	3	records/p3/flag-certificates/844181428.json
-844189279	3	3	3	records/p3/flag-certificates/844189279.json
-844204739	3	3	3	records/p3/flag-certificates/844204739.json
-844297295	3	3	3	records/p3/flag-certificates/844297295.json
-844330003	3	3	3	records/p3/flag-certificates/844330003.json
-844359224	3	3	3	records/p3/flag-certificates/844359224.json
-844506383	3	3	3	records/p3/flag-certificates/844506383.json
-844595131	3	3	3	records/p3/flag-certificates/844595131.json
-844655739	3	3	3	records/p3/flag-certificates/844655739.json
-844659652	3	3	3	records/p3/flag-certificates/844659652.json
-844705219	3	3	9	records/p3/flag-certificates/844705219.json
-844765076	3	3	3	records/p3/flag-certificates/844765076.json
-844782767	3	3	3	records/p3/flag-certificates/844782767.json
-844913251	3	3	3	records/p3/flag-certificates/844913251.json
-844970251	3	3	9	records/p3/flag-certificates/844970251.json
-845269403	3	3	3	records/p3/flag-certificates/845269403.json
-845294863	3	3	3	records/p3/flag-certificates/845294863.json
-845311560	3	3	3	records/p3/flag-certificates/845311560.json
-845406919	3	3	3	records/p3/flag-certificates/845406919.json
-845449912	3	3	3	records/p3/flag-certificates/845449912.json
-845656239	3	3	3	records/p3/flag-certificates/845656239.json
-845697847	3	3	3	records/p3/flag-certificates/845697847.json
-845784627	3	3	3	records/p3/flag-certificates/845784627.json
-845888207	3	3	3	records/p3/flag-certificates/845888207.json
-845953087	3	3	3	records/p3/flag-certificates/845953087.json
-846196619	3	3	3	records/p3/flag-certificates/846196619.json
-846300392	3	3	3	records/p3/flag-certificates/846300392.json
-846357359	3	3	3	records/p3/flag-certificates/846357359.json
-846521608	3	3	9	records/p3/flag-certificates/846521608.json
-846543668	3	3	3	records/p3/flag-certificates/846543668.json
-846587095	3	3	729	records/p3/flag-certificates/846587095.json
-846609423	3	3	9	records/p3/flag-certificates/846609423.json
-846674995	3	3	3	records/p3/flag-certificates/846674995.json
-846751691	3	3	3	records/p3/flag-certificates/846751691.json
-846868679	3	3	9	records/p3/flag-certificates/846868679.json
-847034807	3	3	9	records/p3/flag-certificates/847034807.json
-847255303	3	3	3	records/p3/flag-certificates/847255303.json
-847285851	3	3	3	records/p3/flag-certificates/847285851.json
-847422008	3	3	3	records/p3/flag-certificates/847422008.json
-847456411	3	3	3	records/p3/flag-certificates/847456411.json
-847628519	3	3	3	records/p3/flag-certificates/847628519.json
-847808699	3	3	3	records/p3/flag-certificates/847808699.json
-847843019	3	3	3	records/p3/flag-certificates/847843019.json
-847924855	3	3	3	records/p3/flag-certificates/847924855.json
-847952371	3	3	3	records/p3/flag-certificates/847952371.json
-848017783	3	3	3	records/p3/flag-certificates/848017783.json
-848144647	3	3	3	records/p3/flag-certificates/848144647.json
-848502392	3	3	3	records/p3/flag-certificates/848502392.json
-848529551	3	3	3	records/p3/flag-certificates/848529551.json
-848659107	3	3	3	records/p3/flag-certificates/848659107.json
-848784911	3	3	3	records/p3/flag-certificates/848784911.json
-848882479	3	3	3	records/p3/flag-certificates/848882479.json
-848915764	3	3	3	records/p3/flag-certificates/848915764.json
-848921044	3	3	3	records/p3/flag-certificates/848921044.json
-848948467	3	3	3	records/p3/flag-certificates/848948467.json
-849060859	3	3	3	records/p3/flag-certificates/849060859.json
-849129604	3	3	3	records/p3/flag-certificates/849129604.json
-849130667	3	3	3	records/p3/flag-certificates/849130667.json
-849235076	3	3	3	records/p3/flag-certificates/849235076.json
-849332335	3	3	81	records/p3/flag-certificates/849332335.json
-849602548	3	3	9	records/p3/flag-certificates/849602548.json
-849665659	3	3	3	records/p3/flag-certificates/849665659.json
-849702443	3	3	3	records/p3/flag-certificates/849702443.json
-849793667	3	3	9	records/p3/flag-certificates/849793667.json
-849843291	3	3	3	records/p3/flag-certificates/849843291.json
-849908335	3	3	3	records/p3/flag-certificates/849908335.json
-849911347	3	3	3	records/p3/flag-certificates/849911347.json
-850058943	3	3	3	records/p3/flag-certificates/850058943.json
-850107399	3	3	3	records/p3/flag-certificates/850107399.json
-850115507	3	3	3	records/p3/flag-certificates/850115507.json
-850201060	3	3	3	records/p3/flag-certificates/850201060.json
-850329139	3	3	3	records/p3/flag-certificates/850329139.json
-850446899	3	3	3	records/p3/flag-certificates/850446899.json
-850468719	3	3	3	records/p3/flag-certificates/850468719.json
-850534888	3	3	3	records/p3/flag-certificates/850534888.json
-850543556	3	3	3	records/p3/flag-certificates/850543556.json
-850576359	3	3	3	records/p3/flag-certificates/850576359.json
-850583460	3	3	3	records/p3/flag-certificates/850583460.json
-850719003	3	3	3	records/p3/flag-certificates/850719003.json
-850750987	3	3	9	records/p3/flag-certificates/850750987.json
-850787124	3	3	3	records/p3/flag-certificates/850787124.json
-850862296	3	3	3	records/p3/flag-certificates/850862296.json
-850888952	3	3	3	records/p3/flag-certificates/850888952.json
-851106324	3	3	3	records/p3/flag-certificates/851106324.json
-851154415	3	3	3	records/p3/flag-certificates/851154415.json
-851205336	3	3	27	records/p3/flag-certificates/851205336.json
-851267839	3	3	3	records/p3/flag-certificates/851267839.json
-851268247	3	3	3	records/p3/flag-certificates/851268247.json
-851349767	3	3	3	records/p3/flag-certificates/851349767.json
-851360615	3	3	3	records/p3/flag-certificates/851360615.json
-851395352	3	3	3	records/p3/flag-certificates/851395352.json
-851406067	3	3	81	records/p3/flag-certificates/851406067.json
-851615891	3	3	3	records/p3/flag-certificates/851615891.json
-851670563	3	3	3	records/p3/flag-certificates/851670563.json
-851726420	3	3	9	records/p3/flag-certificates/851726420.json
-851794420	3	3	3	records/p3/flag-certificates/851794420.json
-851870651	3	3	3	records/p3/flag-certificates/851870651.json
-852076011	3	3	3	records/p3/flag-certificates/852076011.json
-852167476	3	3	3	records/p3/flag-certificates/852167476.json
-852202543	3	3	3	records/p3/flag-certificates/852202543.json
-852371639	3	3	9	records/p3/flag-certificates/852371639.json
-852454948	3	3	3	records/p3/flag-certificates/852454948.json
-852551272	3	3	3	records/p3/flag-certificates/852551272.json
-852618760	3	3	3	records/p3/flag-certificates/852618760.json
-852652707	3	3	3	records/p3/flag-certificates/852652707.json
-852722227	3	3	3	records/p3/flag-certificates/852722227.json
-852724756	3	3	3	records/p3/flag-certificates/852724756.json
-852981784	3	3	3	records/p3/flag-certificates/852981784.json
-853053416	3	3	3	records/p3/flag-certificates/853053416.json
-853146523	3	3	3	records/p3/flag-certificates/853146523.json
-853203667	3	3	3	records/p3/flag-certificates/853203667.json
-853308347	3	3	3	records/p3/flag-certificates/853308347.json
-853366712	3	3	2187	records/p3/flag-certificates/853366712.json
-853376239	3	3	3	records/p3/flag-certificates/853376239.json
-853383671	3	3	3	records/p3/flag-certificates/853383671.json
