discriminant	field	max_head_degree	head_words
-866248063	3	6	10
-866358183	3	8	15
-866375491	3	7	10
-866406243	3	8	12
-866459911	3	6	10
-866545240	3	8	13
-866561540	3	8	10
-866626907	3	8	11
-866689896	3	8	12
-866810891	81	8	12
-866979563	3	7	11
-867046271	3	7	12
-867088047	3	6	9
-867138296	3	8	12
-867169835	3	6	10
-867181352	3	8	13
-867209028	3	5	6
-867219812	3	8	11
-867291288	3	8	12
-867356311	243	8	12
-867423828	3	6	9
-867665267	3	8	10
-867714115	3	8	13
-867889135	3	6	9
-867905227	3	7	9
-867913951	3	6	8
-867916759	3	9	14
-868061135	3	6	10
-868081619	3	8	10
-868214168	3	8	10
-868241291	3	8	12
-868272071	3	6	10
-868318683	3	7	12
-868329871	3	8	10
-868346887	3	8	17
-868435160	3	8	12
-868442955	3	8	10
-868480548	3	8	10
-868566299	3	8	11
-868729411	3	8	12
-868873459	3	8	12
-869052099	81	7	12
-869097935	3	11	19
-869103427	3	6	10
-869119051	3	8	10
-869201924	3	8	10
-869445607	3	6	10
-869508023	3	7	11
-869708135	3	8	10
-869842879	3	6	10
-869906263	3	7	7
-869945880	3	6	9
-869985031	3	8	12
-870026199	3	8	13
-870067655	3	7	12
-870138391	3	8	13
-870537624	243	8	12
-870560715	3	8	10
-870565955	3	6	10
-870643119	3	7	12
-870793876	9	5	6
-870827812	3	6	10
-870923512	3	8	12
-870923672	3	8	12
-871074024	3	8	12
-871083751	3	5	9
-871114691	3	8	10
-871247779	3	6	9
-871278467	3	7	10
-871381384	3	8	10
-871559256	3	6	10
-871568328	3	8	12
-871626547	27	8	12
-871732356	3	6	10
-871785355	3	8	12
-871897819	3	8	13
-872262212	3	8	10
-872458295	3	7	12
-872505892	3	6	10
-872513351	3	8	12
-872522171	3	6	10
-872531663	3	8	12
-872535607	3	6	10
-872735032	3	5	9
-872855039	3	8	10
-872955023	3	8	13
-872999563	3	8	13
-873172703	3	6	10
-873206871	3	9	12
-873229919	9	8	12
-873278152	3	6	10
-873340283	3	6	9
-873376871	3	11	15
-873416148	3	8	13
-873659067	27	8	12
-873759659	9	6	9
-873968104	3	8	12
-874196339	3	7	12
-874223367	3	7	12
-874349812	3	8	12
-874396907	3	8	12
-874451051	3	6	10
-874623112	3	8	14
-874660391	3	6	10
-874884180	3	7	9
-875002187	3	8	12
-875076724	3	6	9
-875107319	3	8	11
-875175771	3	8	13
-875254295	3	7	9
-875264739	3	8	13
-875285924	3	7	11
-875372295	3	8	11
-875484836	3	8	11
-875535767	3	8	13
-875566267	3	8	10
-875625860	3	6	10
-875766939	3	7	11
-875989428	9	8	12
-876234819	3	5	7
-876257944	3	8	13
-876356535	3	8	12
-876701928	3	7	12
-876812907	3	7	12
-876846107	3	8	14
-876878219	3	6	10
-876894168	3	8	10
-876952447	9	8	13
-876972847	3	6	10
-877054031	3	8	12
-877366532	3	5	6
-877490803	3	5	9
-877553547	3	8	11
-877693603	3	8	11
-877733428	3	7	11
-877888664	3	8	10
-878040371	3	6	10
-878137512	3	7	11
-878169991	3	8	10
-878269451	3	7	8
-878312824	3	7	7
-878341259	3	8	10
-878358815	3	8	11
-878378287	3	7	11
-878406484	3	5	5
-878471416	3	8	10
-878492123	3	6	11
-878582395	3	10	17
-878635720	9	8	13
-878728719	3	6	10
-878778579	3	6	10
-878787368	3	6	9
-878817667	3	8	11
-878850676	3	6	10
-878913627	3	7	12
-878984223	27	8	12
-879036436	3	11	15
-879187423	3	8	12
-879316683	3	8	10
-879328856	3	5	6
-879340235	3	8	13
-879340927	9	5	6
-879448819	3	6	10
-879509908	3	8	12
-879520916	3	6	10
-879555544	3	6	9
-879627443	3	8	13
-879776040	3	8	10
-879794255	3	8	14
-880039919	3	5	5
-880148195	27	8	12
-880228591	729	8	12
-880249339	3	7	11
-880306091	3	7	11
-880363883	3	7	12
-880365323	3	8	10
-880438359	3	6	10
-880458740	3	6	10
-880479439	3	6	11
-880491620	3	8	12
-880585267	3	6	10
-880707187	3	8	12
-880754691	3	8	13
-880767060	3	7	11
-880933615	3	8	13
-881151396	3	8	12
-881156456	3	6	10
-881217919	3	7	11
-881376744	9	7	12
-881428868	3	6	11
-881450691	3	9	13
-881462647	3	7	12
-881482107	3	8	10
-881533183	3	11	13
-881973503	3	9	15
-882071876	3	7	7
-882170407	3	6	10
-882217880	27	7	12
-882298063	3	6	10
-882320819	3	8	12
-882334463	27	7	12
-882411979	27	7	12
-882490055	3	6	10
-882530872	3	8	10
-882582836	3	7	12
-882676111	27	8	12
-882735956	3	7	12
-882777403	3	7	12
-882943735	3	8	14
-883081023	3	9	17
-883163635	3	8	12
-883210435	3	8	8
-883359908	3	8	10
-883445268	3	8	12
-883536235	3	7	12
-883572107	3	8	10
-883618383	27	8	12
-883902820	3	6	10
-883915892	3	6	10
-883938247	3	8	10
-884090055	3	7	9
-884093543	3	8	10
-884122403	3	7	11
-884146308	3	8	10
-884156468	3	7	11
-884582563	3	8	13
-884594903	81	8	12
-884619719	3	8	13
-884925604	3	9	13
-884953864	3	6	9
-884991487	3	7	10
-885103720	3	8	13
-885106459	3	8	12
-885111668	3	8	15
-885145451	3	7	10
-885292595	9	7	12
-885360271	3	10	16
-885388915	3	8	13
-885472059	3	6	10
-885522667	3	8	12
-885667083	3	8	13
-885745592	3	8	12
-885985115	9	9	13
-886123455	3	6	10
-886200212	3	8	12
-886229927	3	8	13
-886247828	81	8	12
-886278487	3	7	11
-886400295	3	7	12
-886702567	9	9	13
-886866203	3	6	10
-886998779	3	8	10
-887119503	3	8	12
-887169839	3	6	10
-887191763	3	8	13
-887198052	3	6	10
-887364803	3	7	12
-887401759	3	8	11
-887415711	3	8	11
-887420131	3	6	10
-887452203	3	8	15
-887513428	3	6	10
-887597012	3	8	10
-887783032	3	7	12
-887812707	3	8	12
-887833967	3	8	12
-887839496	3	8	12
-887858203	3	8	10
-887902968	3	8	10
-887948071	9	9	13
-887958903	3	6	10
-887968895	3	8	13
-888072015	27	8	12
-888271928	3	8	10
-888453847	3	7	11
-888518571	3	7	9
-888622807	3	6	9
-888639976	3	8	12
-888654895	3	7	12
-888864323	3	8	12
-888907747	3	7	11
-888921759	3	8	10
-888949315	3	6	10
-889071544	3	8	10
-889174967	9	6	9
-889270959	3	5	9
-889357163	3	8	12
-889569172	3	8	11
-889585195	9	8	12
-889636019	3	6	10
-889652147	3	6	9
-889836627	3	6	10
-889849823	3	6	9
-889957607	3	10	19
-890012739	3	8	10
-890133611	3	7	12
-890178907	3	8	10
-890190136	3	8	13
-890190311	3	7	9
-890265268	3	6	10
-890270404	3	7	11
-890427572	3	8	12
-890494627	9	9	13
-890565559	3	7	9
-890631455	3	8	12
-890780515	3	8	15
-890920388	3	7	9
-890955471	3	8	11
-891020971	3	6	10
-891136443	3	8	10
-891176515	3	6	9
-891202007	3	8	12
-891264115	3	10	14
-891350339	3	6	10
-891426491	3	9	13
-891426939	3	6	10
-891458099	3	8	12
-891458247	3	7	12
-891459668	3	11	13
-891558247	3	7	12
-891567479	3	5	6
-891748959	9	8	12
-891957940	3	7	11
-891978504	3	6	9
-892075928	3	7	11
-892341592	3	7	10
-892362628	3	7	11
-892453951	3	7	12
-892461931	3	8	12
-892497151	3	8	13
-892543211	3	6	10
-892553687	3	8	13
-892584856	3	8	10
-892697032	3	7	10
-892825016	3	8	10
-892847015	3	5	9
-892902687	3	8	12
-892905736	3	7	12
-892928019	3	7	12
-892994691	3	7	10
-893174852	3	8	12
-893380767	9	8	12
-893439811	9	8	12
-893511159	3	8	12
-893532596	3	7	11
-893819892	3	8	13
-894069807	3	8	12
-894079640	3	6	10
-894314036	3	8	10
-894582499	9	8	12
-894593443	3	9	15
-894983252	3	5	9
-895114555	3	8	10
-895184852	3	8	12
-895431415	3	8	10
-895451204	3	6	10
-895631624	3	8	12
-895663380	3	8	10
-895688423	3	7	10
-895803879	3	8	10
-895860644	3	8	13
-895913231	3	6	9
-895964068	3	6	10
-895965387	9	8	12
-896135316	3	7	12
-896288728	3	8	12
-896408087	3	8	10
-896465991	3	7	11
-896488655	9	7	12
-896609060	3	7	12
-896627603	3	8	12
-896635556	3	8	12
-896724964	3	8	10
-896788948	9	8	13
-896833716	3	8	10
-896939524	3	8	10
-897078612	3	8	10
-897113684	3	8	10
-897507319	3	8	12
-897657771	3	6	10
-897666611	3	8	13
-897667940	3	6	9
-897675659	3	5	6
-897740387	3	7	11
-897759107	3	8	10
-897959267	3	8	10
-898141935	3	7	12
-898182312	3	8	12
-898194804	3	7	12
-898306084	3	8	10
-898405079	3	7	11
-898451535	729	8	12
-898581855	3	8	13
-898641255	3	6	10
-898647227	3	8	12
-898684291	3	8	10
-898733508	3	8	13
-899046427	81	7	12
-899091748	3	6	10
-899176856	3	7	12
-899278959	3	7	11
-899338280	3	8	12
-899445743	3	7	10
-899455835	3	8	12
-899474843	3	8	13
-899475279	3	8	10
-899524011	3	8	12
-899610703	3	6	10
-899790979	3	7	11
-899897204	3	8	10
-900124532	3	10	19
-900212827	9	8	15
-900234527	3	8	10
-900361743	3	7	9
-900415427	3	8	10
-900484639	3	7	12
-900605723	3	8	13
-900636244	3	6	10
-900658891	3	6	10
-900763127	3	8	12
-900790887	9	9	13
-900880591	3	6	10
-900983751	3	8	10
-901008579	3	8	10
-901242051	3	6	10
-901301624	3	8	10
-901409259	3	8	11
-901435016	9	8	12
-901468927	3	6	10
-901521655	3	8	10
-901575896	3	6	9
-901711976	3	7	12
-901714739	3	8	10
-901796536	3	8	15
-901921067	3	9	13
-902000551	3	6	10
-902092139	3	5	9
-902247223	3	8	10
-902406067	3	8	10
-902811755	3	8	12
-902931380	3	11	17
-902962020	3	8	11
-903105203	3	8	11
-903112315	3	6	9
-903183531	3	8	12
-903249224	3	11	18
-903386923	3	6	9
-903490871	3	9	13
-903511924	3	7	11
-903760024	3	6	10
-903856916	3	8	11
-904014535	3	6	9
-904254595	3	8	12
-904427247	9	9	15
-904497331	3	7	9
-904747103	3	6	10
-904770679	3	8	10
-904852264	9	7	12
-904898040	3	5	9
-905014495	3	8	11
-905265048	9	8	12
-905381003	9	9	13
-905389663	3	8	13
-905449940	3	9	13
-905516903	3	7	12
-905675092	3	8	13
-905696431	3	9	10
-905794043	3	8	10
-905849935	3	8	13
-906035851	9	8	12
-906315864	3	8	13
-906372419	9	8	10
-906374483	3	7	10
-906382531	3	7	11
-906463399	3	8	12
-906734708	3	6	10
-906745763	3	6	9
-906793351	3	8	12
-906821891	3	8	11
-906999076	3	8	10
-907030507	3	8	10
-907073727	3	8	10
-907104136	3	10	19
-907246567	3	8	10
-907308983	3	8	10
-907373460	3	8	13
-907413967	3	9	15
-907420591	3	7	11
-907502843	3	8	14
-907656987	9	7	12
-907689236	9	7	12
-907809079	3	8	12
-907860004	3	6	10
-907961611	3	8	12
-908057395	81	8	12
-908077515	3	8	12
-908400408	3	6	10
-908581976	3	7	10
-908755591	3	8	10
-908790472	3	8	12
-908822055	3	6	9
-908836183	3	10	17
-908939123	81	7	12
-908991683	3	8	12
-909115779	3	8	12
-909161459	3	8	11
-909193288	27	8	12
-909314248	3	6	10
-909418024	3	7	12
-909714916	3	7	12
-909831047	3	8	12
-909961671	3	8	14
-909974167	3	8	10
-910174079	3	7	11
-910182916	3	8	12
-910195363	3	8	11
-910416543	81	8	12
-910416867	3	8	12
-910497131	3	7	11
-910771339	3	7	11
-910784184	3	8	12
-910893448	9	9	13
-910908211	3	7	12
-910936363	3	11	16
-911003171	3	6	10
-911062435	3	8	12
-911088611	81	8	12
-911109880	9	7	9
-911146756	3	7	11
-911304435	3	8	13
-911396983	3	8	13
-911856395	3	6	10
-912006091	3	10	19
-912053128	3	8	10
-912123659	3	8	13
-912167416	3	8	10
-912206855	3	7	12
-912245284	3	8	12
-912317956	3	8	10
-912324163	3	8	10
-912361507	3	5	9
-912512584	3	8	12
-912585679	9	8	13
-912681748	3	8	11
-912838515	3	6	10
-912945268	3	7	12
-912955199	3	10	17
-913027019	3	7	12
-913169227	3	7	12
-913170808	3	10	17
-913178235	3	8	13
-913526807	3	8	11
-913549619	3	8	13
-913637847	3	6	10
-913669528	3	8	12
-913679907	3	11	22
-913702235	3	6	10
-913725191	81	8	12
-913892547	3	8	12
-914001979	3	6	9
-914459348	9	6	10
-914498231	3	6	9
-914505972	3	8	10
-914572036	3	8	13
-914576351	3	8	12
-914776091	3	6	10
-914784404	3	5	6
-914799235	3	8	12
-914849491	3	7	12
-914986831	3	8	13
-915165943	3	8	13
-915447003	3	8	12
-915711331	3	8	12
-915733867	3	8	13
-915780660	3	8	13
-915799672	3	6	11
-915860851	3	8	13
-915889195	3	7	9
-916107859	3	7	11
-916117480	3	6	10
-916140035	3	7	12
-916159351	3	6	9
-916197235	3	8	12
-916209035	3	8	12
-916240523	3	8	12
-916343031	3	8	12
-916409220	3	6	10
-916569028	3	8	12
-916572407	3	7	11
-916580111	9	7	11
-916618547	27	8	12
-916706788	3	7	11
-916756683	3	8	10
-916789155	3	8	13
-916841656	3	6	10
-916893555	3	5	7
-916964135	3	6	10
-916986091	3	8	12
-917040883	3	7	12
-917306563	3	6	9
-917423755	3	8	13
-917554487	3	8	12
-917671115	3	8	12
-917680863	3	7	12
-917962431	3	8	12
-918011751	3	6	9
-918107768	3	8	10
-918126111	81	8	12
-918158548	3	8	14
-918221588	3	7	10
-918404392	3	8	10
-918451219	3	8	12
-918485591	27	8	12
-918566195	3	8	12
-918579851	3	8	11
-918646355	3	8	10
-918693672	81	8	12
-918808804	6561	8	12
-918948567	3	5	9
-918991959	3	7	9
-919014248	3	8	12
-919082040	3	6	10
-919147364	3	8	12
-919228296	3	8	10
-919341659	3	6	10
-919348915	3	7	9
-919500456	3	8	10
-919544519	3	7	12
-919652639	6561	8	12
-919667384	3	8	10
-919717763	3	8	13
-919727096	9	9	13
-919812419	3	7	12
-919816887	3	7	12
-919834904	3	8	10
-919901947	3	8	12
-919904071	3	7	11
-919986747	3	7	12
-919995416	3	6	10
-919995555	3	8	14
-920022047	3	8	10
-920070552	3	7	12
-920442439	3	8	12
-920457496	27	8	12
-920460271	3	8	11
-920473095	3	5	6
-920551759	3	8	12
-920747711	3	8	13
-920777691	3	8	12
-921035224	9	8	12
-921047151	3	8	13
-921053748	3	8	13
-921111067	3	6	10
-921166212	3	8	12
-921215044	3	8	11
-921260983	3	6	10
-921334132	3	8	10
-921389835	3	6	10
-921540891	3	6	10
-921597571	3	6	9
-921721348	3	8	11
-922033567	3	7	12
-922105959	9	8	12
-922190203	3	8	10
-922334287	3	5	6
-922481156	3	6	11
-922576579	27	8	12
-922624472	3	6	10
-922627848	81	8	12
-922828660	3	6	10
-922829919	3	7	11
-922977643	3	8	10
-923209707	3	8	12
-923241327	3	7	12
-923340856	3	8	10
-923557287	3	8	10
-923654507	27	8	12
-923695111	27	8	12
-923706199	3	11	14
-923711207	3	6	11
-923764408	3	7	11
-923830984	3	8	11
-923846123	3	7	11
-923940447	3	8	12
-923940728	3	8	10
-923947384	3	7	9
-924007508	729	8	12
-924182787	3	6	10
-924203627	3	6	10
-924213268	3	8	10
-924410739	3	7	11
-924411407	3	8	11
-924689723	3	7	11
-924700552	81	8	12
-924727576	3	6	10
-924763271	3	7	11
-924808407	3	8	12
-924850676	3	7	12
-924862083	3	8	10
-924867155	3	8	10
-924878280	3	7	12
-925030851	3	8	12
-925034063	3	8	13
-925168771	9	9	15
-925278539	3	6	10
-925365608	3	9	13
-925404979	3	8	13
-925414323	3	6	11
-925574003	3	8	14
-925632484	3	6	8
-925653979	3	8	12
-925702367	3	6	10
-925715672	3	8	11
-925725587	27	8	12
-925873939	3	8	12
-925892776	3	7	10
-925930727	3	7	12
-925937771	3	8	10
-925977039	3	8	12
-926073123	3	8	10
-926165863	3	8	12
-926176079	3	6	9
-926390372	243	8	12
-926414579	3	7	12
-926496232	9	9	13
-926698663	3	6	10
-926827399	9	7	12
-926831876	3	8	10
-926973519	3	6	9
-927038499	3	8	11
-927202852	27	7	12
-927342184	3	7	12
-927478808	3	9	17
-927520584	3	8	13
-927521155	9	7	12
-927551704	3	8	12
-927574719	3	8	12
-927627172	3	7	11
-927750847	3	5	6
-927773603	3	8	10
-927857203	3	7	12
-927919979	3	7	11
-927946427	9	7	12
-928068664	3	8	12
-928127983	3	6	9
-928162148	3	6	10
-928307599	3	6	10
-928388803	9	8	12
-928501592	3	9	15
-928757303	3	8	13
-928916567	3	8	10
-929061748	3	7	12
-929338084	3	8	10
-929441828	3	8	12
-929553656	3	6	10
-929593528	3	6	10
-929605240	3	8	10
-929827335	3	8	12
-929847992	3	8	13
-929889476	3	6	9
-929987347	3	8	12
-930068719	3	8	12
-930094999	3	8	12
-930144056	3	7	12
-930194699	3	8	12
-930287183	3	5	6
-930423752	9	7	12
-930426611	3	8	10
-930440312	3	8	12
-930533835	3	6	10
-930566279	3	8	10
-930590291	3	6	9
-930605279	3	7	12
-930614152	3	7	12
-930633387	3	7	12
-930760424	3	7	12
-930782104	3	7	11
-930861703	3	7	10
-930929992	3	6	9
-930956179	3	7	11
-931202139	3	6	10
-931208971	3	7	11
-931220767	27	8	12
-931304743	3	7	11
-931391051	3	7	12
-931413352	3	9	14
-931433351	3	6	10
-931453988	3	8	10
-931457636	3	8	12
-931528580	3	8	11
-931604564	3	8	10
-931645412	3	6	10
-931683608	3	8	10
-931751443	3	6	9
-931882404	3	8	12
-932011215	3	8	13
-932144459	3	8	10
-932339764	3	8	13
-932352308	3	8	16
-932451844	3	8	12
-932495807	3	7	11
-932522351	3	8	12
-932566255	3	8	13
-932639267	27	8	12
-932847704	3	8	11
-932873167	3	8	13
-932888740	3	8	12
-932942315	9	8	12
-932944623	3	7	11
-933102952	3	6	10
-933124280	3	7	12
-933233048	9	9	15
-933248815	3	5	6
-933344051	3	8	12
-933356879	3	7	12
-933439643	3	7	12
-933462663	3	8	10
-933469007	3	8	10
-933562083	3	8	12
-933586079	3	6	9
-933696283	3	6	10
-933752612	9	8	10
-933897507	3	8	13
-934011403	3	9	13
-934128463	3	10	15
-934141567	3	8	11
-934188531	3	7	12
-934255235	3	11	17
-934340595	3	8	13
-934533703	3	10	16
-934716280	9	8	12
-934789960	3	7	12
-934812164	3	8	13
-934881947	3	8	13
-934919079	243	8	12
-934980724	3	9	15
-934995252	9	8	12
-935193451	3	8	11
-935334548	3	6	10
-935369107	9	6	9
-935441336	3	8	10
-935450440	3	6	10
-935715876	3	6	10
-935719588	3	8	13
-935724487	27	8	12
-935747099	3	6	10
-935826260	3	8	12
-935924195	9	8	12
-935989895	3	7	11
-936275727	3	8	13
-936418328	81	8	12
-936444068	3	6	8
-936529303	3	6	10
-936651831	9	8	13
-936664179	3	6	9
-936704667	3	8	10
-936788915	3	7	11
-936921443	3	10	18
-936972219	9	8	12
-936980679	3	6	10
-937019239	9	8	12
-937037892	3	8	12
-937109643	3	6	10
-937145435	27	6	10
-937194303	3	7	11
-937309908	3	8	10
-937461499	3	6	10
-937502315	3	8	12
-937515883	3	5	9
-937666927	3	8	13
-937695287	3	8	10
-937816223	3	6	10
-937952724	3	6	10
-937953931	3	6	10
-938052696	3	8	10
-938068647	3	8	10
-938075063	9	9	13
-938139415	3	8	12
-938169211	3	6	10
-938235784	3	8	10
-938281867	3	8	10
-938339023	3	7	12
-938346980	3	7	10
-938461591	27	8	12
-938563187	3	6	10
-938783371	3	8	13
-938787428	3	8	10
-938825796	3	6	10
-938878411	3	6	10
-939122792	27	8	12
-939203935	243	8	12
-939379208	3	6	10
-939519987	3	6	10
-939629688	3	5	9
-939692743	3	6	9
-939709439	3	8	12
-939715832	3	7	11
-940167959	3	7	10
-940414371	3	8	14
-940436308	9	7	12
-940566104	3	7	11
-940725859	3	7	12
-940739876	9	7	12
-940854824	3	8	13
-940883880	3	6	10
-940890395	3	6	9
-940905016	3	7	12
-940926403	3	6	9
-940980343	3	8	10
-941002019	3	5	6
-941013240	9	8	13
-941075540	3	8	12
-941167364	3	9	13
-941172379	3	7	12
-941206935	3	8	10
-941310519	3	6	10
-941432180	3	8	13
-941436091	3	8	12
-941685812	3	8	15
-941701688	3	6	10
-941808323	9	7	12
-942305459	3	8	13
-942395268	3	8	10
-942423603	2187	8	12
-942434419	3	8	14
-942775843	3	6	10
-942804467	3	7	12
-942954267	3	8	10
-942958815	3	8	13
-943047480	3	8	12
-943049476	3	7	10
-943133579	3	6	10
-943162664	3	8	10
-943236611	3	8	12
-943357615	3	8	10
-943487319	3	8	10
-943598399	3	7	12
-943615019	9	6	10
-943645727	3	6	10
-943658056	3	7	12
-943685284	9	8	13
-943815343	3	8	12
-943855819	3	7	12
-943876616	3	8	12
-943905799	3	5	9
-943932103	3	8	13
-944097331	3	7	12
-944173304	3	7	11
-944325303	27	8	12
-944570179	3	6	10
-944716647	3	6	11
-944753291	3	8	14
-944846167	3	7	12
-945131451	9	8	12
-945150148	3	8	13
-945178999	3	8	12
-945185559	3	7	12
-945192271	3	7	12
-945215256	3	8	10
-945272055	3	7	11
-945413103	3	8	10
-945458579	3	8	13
-945543391	3	7	10
-945606488	3	7	9
-945608024	9	8	12
-945631236	3	7	12
-945652852	3	6	10
-945665311	3	7	9
-945919891	3	7	11
-945922091	9	8	12
-946001784	3	8	10
-946026267	3	9	18
-946027455	3	6	9
-946069595	3	8	10
-946073407	9	7	12
-946125931	3	8	12
-946138811	3	8	12
-946230119	3	8	12
-946265320	3	8	13
-946399111	3	6	10
-946566983	3	8	13
-946617544	9	8	12
-946700219	3	8	12
-946813103	81	8	12
-946888856	9	6	10
-946947235	3	8	13
-946998659	3	8	11
-947102676	3	9	15
-947138815	3	8	12
-947269199	3	6	10
-947390219	9	7	12
-947398047	3	8	12
-947409044	3	6	10
-947411736	3	7	12
-947714584	81	8	12
-947953447	3	8	13
-948585487	3	6	10
-948669623	3	8	13
-948694315	3	11	23
-948754803	3	6	9
-948825044	3	7	11
-948912619	3	8	13
-948978631	3	7	11
-949184059	3	7	11
-949205011	3	6	9
-949248815	243	8	12
-949310511	9	8	12
-949437363	3	8	10
-949490984	3	10	17
-949591687	27	8	12
-949686963	3	8	11
-949900548	3	7	11
-949984759	3	8	13
-950047172	3	6	10
-950112051	9	8	12
-950127047	3	8	10
-950187767	3	8	12
-950274239	3	8	10
-950514779	3	7	11
-950665247	3	6	10
-950702564	9	5	9
-950725380	3	8	10
-950750719	3	8	10
-950860612	3	8	11
-950866703	3	7	12
-950957203	3	8	11
-951012987	3	7	11
-951072491	9	8	10
-951354427	3	8	12
-951465287	3	6	10
-951711112	3	8	12
-951816271	3	6	10
-951821159	3	7	12
-951905635	3	6	10
-952064456	3	6	10
-952336811	3	5	9
-952365279	3	7	12
-952382127	3	8	10
-952413720	3	6	10
-952480299	3	7	9
-952539880	3	8	13
-952555183	3	8	13
-952876527	3	6	10
-953072519	3	8	10
-953184395	3	8	10
-953221747	3	8	13
-953270036	3	9	15
-953295256	3	8	12
-953339471	3	7	12
-953383844	3	6	10
-953453879	3	10	12
-953692763	3	8	13
-953728052	3	6	10
-953728264	3	8	12
-953768839	3	5	5
-953818903	3	8	12
-953865267	3	8	13
-953898143	3	8	10
-953922559	3	8	12
-954198463	3	8	13
-954263679	3	6	10
-954334579	81	8	12
-954344351	3	8	11
-954356276	3	8	10
-954432008	27	8	12
-954772276	3	6	10
-954915415	9	6	10
-955012623	3	8	12
-955117067	3	8	12
-955251267	3	8	10
-955308283	3	7	12
-955332708	3	8	14
-955390571	9	7	12
-955460392	3	7	12
-955669619	3	8	12
-955759463	3	7	12
-955867780	3	7	12
-955871759	3	9	11
-955980635	9	8	10
-956013419	3	8	10
-956271828	81	8	12
-956312611	81	8	12
-956495444	3	8	12
-956604559	3	8	13
-956627779	3	6	10
-956787828	3	7	12
-956835992	3	6	9
-956898964	9	9	15
-957000127	3	6	10
-957028395	3	7	12
-957091303	3	8	10
-957108919	3	8	13
-957353396	3	7	11
-957476291	3	6	10
-957605747	3	8	14
-957635219	3	6	10
-957873603	3	6	10
-957929947	3	8	12
-958047891	3	8	12
-958054179	3	8	10
-958089511	3	8	12
-958277816	3	6	10
-958549188	3	8	11
-958590383	3	8	10
-958597204	3	8	12
-958626443	3	8	13
-958765823	3	6	10
-958791187	3	8	10
-958908692	3	6	10
-958931432	3	6	11
-959068491	3	7	11
-959098515	3	7	7
-959108388	3	8	10
-959218439	3	8	10
-959310451	3	6	11
-959340859	3	11	18
-959453384	3	6	10
-959540851	3	8	14
-959569927	27	8	12
-959579427	81	8	12
-959646379	3	8	10
-959764228	3	5	6
-960119291	3	8	10
-960235663	3	6	9
-960275944	3	10	13
-960607427	3	6	10
-960630491	3	11	18
-960638519	3	5	9
-960697992	9	7	12
-960709783	3	8	13
-960720511	3	7	9
-960861611	3	6	10
-960867732	3	7	9
-960961603	3	6	10
-960990515	3	8	13
-961059143	3	7	11
-961450331	3	6	10
-961602751	9	8	12
-961788568	3	8	14
-961904595	3	5	9
-962038772	27	8	12
-962057791	3	8	12
-962093780	3	10	17
-962107243	3	8	11
-962295511	3	5	9
-962347096	3	6	10
-962416407	3	7	11
-962423704	3	7	12
-962615363	3	8	12
-962713016	3	7	11
-962829716	3	5	9
-962857928	3	6	10
-962992779	3	8	12
-963100939	3	8	10
-963120615	3	7	12
-963123656	3	5	9
-963503908	3	6	9
-963632711	3	8	12
-963642047	3	7	11
-963748472	3	8	12
-964007364	3	6	10
-964084883	9	8	12
-964218055	3	6	10
-964419207	3	5	6
-964440020	9	9	15
-964468759	3	8	10
-964500295	3	7	12
-964522763	3	8	10
-964558087	3	6	10
-964807383	3	10	15
-964814051	3	7	12
-964892363	3	8	11
-964894195	3	7	12
-964912920	3	7	9
-964943063	9	9	13
-965014195	3	8	10
-965046235	3	6	10
-965150539	3	5	9
-965166360	3	7	12
-965256440	3	6	10
-965263047	3	8	13
-965303635	3	5	6
-965358283	3	8	10
-965438360	3	6	10
-965501044	3	8	10
-965553079	3	6	10
-965582916	3	8	12
-965614719	3	9	14
-965672419	6561	8	12
-965804083	3	8	10
-965879743	27	8	12
-965930772	3	8	10
-965933587	81	8	12
-966010879	3	6	9
-966088387	3	8	12
-966159172	3	8	13
-966406343	27	8	12
-966415076	9	6	9
-966592040	3	7	12
-966709992	3	6	10
-966735143	3	6	10
-966822328	9	8	12
-966828803	3	6	10
-966878327	3	6	9
-966982339	3	8	12
-967113779	3	6	10
-967150331	3	8	10
-967172755	3	7	10
-967187279	3	8	12
-967216823	3	7	10
-967294051	3	8	10
-967324436	3	8	12
-967326979	3	8	10
-967329679	3	6	10
-967373015	3	6	10
-967596612	3	6	10
-967608392	3	7	12
-967610035	3	9	15
-967684088	3	8	12
-967753659	3	8	12
-967819115	3	8	12
-967886299	9	8	17
-967932276	3	6	10
-968063752	3	6	10
-968179747	3	6	9
-968184695	3	8	12
-968218567	3	10	12
-968246639	3	6	10
-968271272	3	8	10
-968381508	3	8	13
-968437895	3	8	12
-968639959	3	7	12
-968669960	3	9	15
-968931271	3	8	13
-968994451	3	6	10
-969023435	3	7	12
-969025443	3	7	12
-969105595	3	6	10
-969140564	3	6	10
-969329271	9	8	12
-969375176	81	8	12
-969384023	3	8	10
-969530687	3	6	10
-969580047	3	6	9
-969611828	3	8	13
-969912116	27	8	12
-970016991	3	8	13
-970051327	3	8	10
-970284983	3	8	12
-970287923	3	8	10
-970676932	3	8	12
-970770376	3	7	12
-971246852	3	8	12
-971301956	3	8	10
-971327471	3	8	10
-971353279	3	8	12
-971366287	3	7	11
-971398536	3	7	11
-971411172	3	8	11
-971590436	3	8	14
-971601083	2187	8	12
-971616927	3	8	10
-971959999	3	8	12
-972086712	3	7	12
-972179203	3	7	12
-972218740	3	6	10
-972352583	3	8	11
-972434095	3	8	10
-972455699	3	5	5
-972493988	3	7	12
