discriminant	field	max_head_degree	head_words
-338980143	243	8	12
-339058520	3	10	20
-339065491	3	8	11
-339207895	3	6	10
-339209139	6561	8	12
-339417672	3	8	12
-339444619	3	8	12
-339508931	3	8	11
-339528824	3	8	11
-339563199	3	6	10
-339579347	3	6	10
-339610628	3	8	13
-339639791	3	6	10
-339964008	3	8	13
-339970164	3	11	18
-340004888	3	8	10
-340355368	3	9	15
-340366799	3	8	13
-340430379	3	11	17
-340445256	3	10	15
-340471464	9	8	10
-340547035	2187	8	12
-340596443	3	8	10
-340611703	3	8	12
-340688039	3	6	11
-340700996	3	9	10
-340712355	3	7	9
-340741483	3	8	14
-340789796	3	6	10
-341031631	3	7	11
-341205243	3	7	12
-341234743	3	8	12
-341247055	3	10	18
-341247535	3	8	10
-341655736	3	8	10
-341668308	9	8	12
-341748227	3	6	10
-341754911	3	7	9
-341768983	9	7	12
-341770420	3	8	11
-341808387	3	8	10
-341827940	3	8	13
-341950132	3	7	12
-341992955	3	6	10
-342070655	3	7	12
-342145307	3	8	13
-342208052	3	7	12
-342247639	9	8	12
-342264163	3	8	13
-342291659	3	8	13
-342464943	3	8	13
-342795347	9	8	12
-342856351	3	8	12
-342866312	3	6	9
-342996884	3	8	10
-343178515	3	5	5
-343344244	3	8	11
-343427531	3	7	12
-343443172	3	8	13
-343496856	3	8	10
-343541519	3	8	10
-343555791	3	5	6
-343589527	3	8	13
-343593595	3	8	14
-343678139	9	7	12
-343798212	3	8	13
-343818779	3	8	12
-343902488	3	8	12
-343910395	3	7	11
-343936427	3	8	14
-343977668	3	5	9
-343987043	9	7	12
-344027091	3	8	10
-344184339	3	8	12
-344202243	3	6	10
-344297387	3	7	10
-344301819	3	8	12
-344398603	3	8	12
-344670791	3	7	12
-344675443	3	7	11
-344695528	3	6	10
-344738107	3	7	11
-345010855	3	7	10
-345037919	3	8	10
-345344639	3	6	10
-345449939	3	5	9
-345598964	3	8	12
-345685859	3	6	8
-345721539	3	8	12
-345794835	3	6	10
-345798859	3	8	12
-345818371	27	8	12
-345830372	3	6	10
-346087207	3	6	10
-346143435	3	7	11
-346301583	3	8	10
-346376091	3	7	11
-346426068	3	8	13
-346447643	3	8	11
-346623259	3	6	10
-346734391	3	7	12
-346796195	3	8	13
-346967764	3	7	12
-347048071	3	8	14
-347060755	3	5	9
-347133611	9	7	12
-347180984	3	7	12
-347227539	3	8	13
-347250039	3	7	10
-347781268	3	10	16
-347782619	3	6	10
-347813287	3	6	10
-347849659	3	8	12
-347851759	3	8	13
-348172712	3	6	10
-348323727	3	7	12
-348481835	3	8	13
-348486459	3	6	10
-348591119	3	8	13
-348685899	3	6	9
-348697183	3	8	12
-348710179	3	8	12
-348784995	3	6	10
-348816891	3	8	10
-348894023	3	8	12
-348957336	3	8	13
-349269307	3	8	12
-349329844	3	8	12
-349340971	9	8	10
-349367716	243	8	12
-349437192	9	8	12
-349481539	3	8	12
-349539259	3	8	12
-349639016	3	8	13
-349644487	3	6	10
-349729627	3	6	10
-349800216	3	6	10
-349971403	3	8	10
-350040035	3	6	10
-350463923	3	8	10
-350627791	3	7	12
-350687284	3	6	9
-350769092	3	8	12
-350915671	3	8	13
-351073156	3	8	13
-351114292	3	7	13
-351134951	3	10	14
-351333979	3	9	15
-351386580	3	8	10
-351696703	3	6	9
-351839752	3	8	13
-352156627	3	5	5
-352264495	3	8	13
-352266483	3	8	13
-352366244	3	7	11
-352621540	3	8	13
-352663863	3	8	12
-352691544	3	6	10
-352728276	3	8	12
-352796183	3	8	11
-352832043	3	8	10
-352912312	729	8	12
-353083263	3	8	12
-353094583	3	6	9
-353193347	3	8	10
-353231639	3	8	10
-353427571	3	9	15
-353601127	3	8	10
-353617735	3	8	12
-353707636	3	9	14
-353912024	3	6	10
-353935787	729	8	12
-354042955	3	8	10
-354113183	3	6	9
-354213647	3	8	12
-354542776	3	7	9
-354656291	81	8	12
-354677963	81	7	12
-354733471	3	7	11
-354866819	9	9	15
-354889079	3	6	10
-354931924	3	8	10
-354989128	3	8	13
-355010971	3	7	9
-355204072	3	8	13
-355403827	3	7	12
-355517108	3	7	10
-355661367	3	8	12
-355671476	27	8	12
-355776836	27	6	10
-355973336	3	7	11
-356143751	3	6	11
-356201215	3	5	9
-356243163	3	8	10
-356277639	3	6	10
-356300488	3	8	10
-356479291	9	8	13
-356535640	3	8	11
-356646215	3	8	13
-357192708	3	6	10
-357306007	27	8	12
-357337711	3	8	12
-357475307	3	8	12
-357577691	243	8	12
-357664999	3	7	9
-357798579	3	8	12
-357946847	3	8	13
-358212523	3	8	11
-358245971	3	9	13
-358274363	3	6	10
-358299332	3	7	7
-358306699	3	8	12
-358328623	3	8	12
-358476679	3	8	11
-358566008	3	8	12
-358599271	3	8	10
-358620479	243	8	12
-358652499	9	8	11
-358698083	3	5	9
-358757303	27	8	12
-358844783	3	8	13
-358875256	3	6	9
-358940767	3	6	9
-359348851	3	9	13
-359411048	729	8	12
-359857668	243	8	12
-359928103	9	8	12
-360066820	3	8	12
-360297368	3	8	13
-360320683	243	8	12
-360480687	3	8	10
-360487015	81	8	12
-360575432	3	9	15
-360693515	3	8	10
-360707668	3	8	10
-360749559	3	6	10
-360944039	9	7	11
-361025299	3	8	12
-361177528	3	8	12
-361230607	3	8	12
-361352963	3	8	10
-361525539	3	8	12
-361535927	9	5	6
-361667044	3	5	6
-362097784	3	8	10
-362230843	3	8	12
-362268359	3	8	13
-362328616	3	5	6
-362366228	3	8	12
-362571256	3	8	12
-362614984	3	5	5
-362739560	3	7	11
-362804647	3	11	18
-363193007	3	8	10
-363282719	3	8	10
-363342596	3	6	10
-363358891	3	6	10
-363533512	3	6	9
-363619559	3	11	17
-363725659	3	8	10
-363792872	3	8	10
-363911243	3	8	12
-364033956	3	7	12
-364126591	3	5	9
-364173711	9	9	13
-364351544	3	8	13
-364584747	3	6	10
-364638955	3	7	9
-364698676	3	7	7
-364720351	3	8	12
-364770519	3	8	10
-364795207	3	6	10
-364888212	3	6	10
-365069627	243	8	12
-365143683	3	7	12
-365215951	3	6	10
-365413883	3	6	8
-365476127	3	8	10
-365582756	3	5	6
-365590427	3	7	12
-365601343	3	8	12
-365673187	3	5	9
-365855543	3	6	10
-366070323	3	9	13
-366180223	3	8	10
-366186571	3	7	10
-366397080	3	6	10
-366400760	3	8	13
-366484127	3	6	10
-366728587	3	6	9
-366780443	3	6	10
-366792611	3	6	10
-366841096	9	8	12
-366954059	3	10	16
-367038872	3	5	6
-367102136	3	6	10
-367125359	3	8	13
-367128115	3	7	12
-367153768	3	8	10
-367210696	3	6	10
-367294904	9	7	12
-367357279	3	6	9
-367474327	3	7	12
-367587059	3	7	12
-367745791	3	6	10
-367781239	3	8	11
-367982815	3	8	13
-368073892	3	8	12
-368218679	3	7	12
-368258356	3	8	13
-368351076	3	6	9
-368352455	3	8	12
-368487123	3	6	10
-368513444	3	8	12
-368536451	3	6	9
-368636527	3	7	12
-368718356	3	6	10
-368732723	3	6	10
-368743396	27	8	12
-368798155	9	8	12
-368812735	3	8	13
-368897919	3	7	11
-369091959	3	8	13
-369131667	3	7	12
-369142511	3	8	11
-369151331	3	9	13
-369154563	3	7	11
-369241007	9	9	15
-369290219	3	8	10
-369399736	9	9	15
-369404563	3	6	10
-369505572	3	6	10
-369519128	3	7	11
-369532219	3	8	10
-369849227	3	7	12
-369866923	3	7	11
-370094468	3	6	10
-370185643	3	7	12
-370312543	3	8	10
-370354231	3	7	11
-370410340	27	8	12
-370418683	3	8	10
-370439531	3	8	12
-370702943	3	8	16
-370776831	3	7	7
-370786747	3	8	12
-370926532	3	6	10
-370933847	3	8	10
-371007572	3	8	11
-371135455	3	8	11
-371202799	3	8	12
-371253899	3	8	10
-371254911	3	6	10
-371361547	3	6	10
-371445448	3	8	12
-371617931	3	5	6
-371821956	3	7	11
-371827823	3	11	17
-372032643	3	8	10
-372058367	3	6	10
-372141812	9	8	12
-372179336	3	6	10
-372330040	729	8	12
-372338472	3	7	12
-372389735	3	6	10
-372455763	9	7	12
-372573528	3	6	10
-372590551	3	6	10
-372821043	81	8	12
-372935892	3	8	11
-372946755	3	7	12
-373010123	3	7	12
-373020979	3	8	10
-373054943	3	6	10
-373071619	3	8	12
-373091267	3	6	10
-373191748	3	8	10
-373239451	3	8	10
-373262711	3	5	6
-373481912	3	5	6
-373581799	3	8	12
-373626580	3	8	13
-373704263	3	8	11
-373852667	3	8	13
-373969316	3	8	10
-374131463	3	9	12
-374358847	3	8	12
-374455247	9	8	12
-374586891	3	8	10
-374598804	3	7	12
-374629831	3	10	18
-374894967	27	8	12
-375210728	3	8	10
-375277112	3	9	13
-375475835	3	8	13
-375510931	9	7	12
-375607499	3	8	12
-375635787	3	8	12
-375744623	3	6	10
-375767083	9	9	14
-376035204	3	6	9
-376251891	3	7	12
-376375367	9	7	12
-376424303	9	8	13
-376500007	3	6	10
-376576568	3	6	9
-376627623	3	6	10
-376675939	3	8	13
-376800344	3	6	9
-376907359	3	8	13
-376982792	3	8	10
-377152787	3	6	10
-377254091	3	8	12
-377490703	3	8	12
-377585959	3	8	13
-377721183	3	8	13
-377890051	3	7	11
-377962891	3	6	10
-378035843	3	7	11
-378192523	3	8	10
-378277172	3	7	12
-378324595	3	6	9
-378379083	3	7	11
-378538391	3	8	10
-378539023	3	8	11
-378649055	27	8	12
-378761747	3	6	9
-378815939	3	5	6
-378932351	3	6	10
-378945656	3	7	12
-379075559	3	8	12
-379701499	3	7	9
-379756463	27	8	12
-379780760	9	7	12
-379830436	3	7	11
-379992116	3	8	12
-380080504	3	8	13
-380225635	27	7	12
-380272067	3	6	9
-380351019	3	6	10
-380429547	3	7	12
-380447255	3	8	10
-381054351	3	6	10
-381391239	3	6	10
-381504056	3	8	12
-381575019	3	8	12
-381644939	3	8	12
-381694564	3	7	12
-381752776	3	8	10
-381886696	3	6	9
-382213127	729	8	12
-382227672	3	9	16
-382247827	3	8	10
-382250152	3	8	12
-382259832	3	7	11
-382386703	3	8	10
-382391812	3	6	9
-382416439	3	7	11
-382483992	3	8	11
-382496039	3	8	12
-382597059	3	7	12
-382643439	3	8	10
-382727123	3	8	12
-382737992	3	5	6
-382752303	3	8	10
-382859732	3	11	17
-382945979	3	6	10
-383053603	3	10	12
-383077608	3	7	11
-383381124	3	5	6
-383449207	3	8	11
-383520068	9	8	12
-383573363	3	8	12
-383773251	3	7	9
-383787003	3	8	12
-383820431	3	8	11
-383887128	3	6	9
-384330547	3	6	10
-384364603	3	6	10
-384409139	3	8	10
-384613816	3	6	10
-384636056	3	8	12
-384727928	3	8	13
-384763611	3	11	17
-384782979	3	7	9
-384806863	9	8	12
-385006919	9	7	12
-385057823	9	8	12
-385060180	3	11	14
-385079608	3	8	12
-385116815	3	7	11
-385144712	3	8	10
-385225591	3	5	9
-385230527	3	8	12
-385303384	3	6	10
-385335931	3	7	11
-385346811	3	8	10
-385924827	3	8	12
-385988899	3	9	13
-386130547	3	8	10
-386145163	3	8	12
-386202171	3	9	13
-386348279	3	8	11
-386637492	3	6	10
-386686264	3	7	11
-386753523	3	6	10
-386901431	3	7	9
-386908388	3	6	10
-387266811	3	6	9
-387313652	3	8	10
-387439528	3	5	6
-387484644	9	8	12
-387628979	3	8	13
-387788836	3	8	13
-387813415	3	5	9
-387859031	3	8	11
-387961383	3	5	6
-388019263	3	8	13
-388048152	3	10	20
-388183099	3	6	10
-388323755	9	9	13
-388349252	3	6	10
-388358411	9	7	12
-388417487	3	6	9
-388418631	3	6	9
-388477940	3	7	10
-388552535	3	7	11
-388575923	3	8	13
-388586515	27	8	12
-388588155	3	8	13
-388743971	3	6	10
-388762823	3	7	13
-388838291	3	8	12
-388841567	3	8	12
-388855528	3	7	11
-389052627	3	8	10
-389077347	3	8	12
-389078815	3	6	10
-389108863	3	7	11
-389201899	3	6	10
-389418056	3	8	15
-389480356	3	8	13
-389520308	9	7	12
-389713711	3	8	12
-389902324	3	5	6
-389917379	3	6	10
-389923572	3	7	11
-390057892	3	6	10
-390129187	81	8	12
-390149931	3	7	11
-390156883	81	8	12
-390240895	3	6	10
-390298287	3	8	14
-390619351	3	8	13
-390648504	3	7	13
-390676808	3	8	11
-390739476	3	7	12
-390751384	3	7	12
-390762823	3	9	10
-390887807	3	8	10
-390990583	3	11	17
-390996427	3	6	10
-391041995	3	6	11
-391170824	3	7	10
-391513656	3	8	13
-391575903	3	8	10
-391697003	3	7	12
-391946907	3	6	10
-391971252	3	8	12
-392016371	3	6	10
-392128967	3	6	9
-392136467	3	8	13
-392153107	3	5	6
-392241656	3	7	11
-392449924	3	8	12
-392465432	3	7	10
-392540068	3	6	10
-392736484	3	8	12
-392887555	3	8	11
-393347767	3	7	11
-393360868	3	7	7
-393685540	3	8	10
-393994376	3	7	10
-394118468	3	8	10
-394174447	3	6	10
-394573199	3	6	9
-394592759	3	8	12
-394614008	3	8	12
-394977455	3	10	13
-395151807	3	8	12
-395483524	3	8	10
-395577283	3	5	9
-395580459	3	8	12
-395644024	3	6	10
-395718196	3	7	9
-395966660	3	6	9
-395995476	27	6	10
-396146823	3	8	10
-396400047	3	7	11
-396730488	3	7	9
-396754339	9	8	12
-396802239	3	6	10
-396831255	3	8	14
-396846131	3	8	12
-396848891	3	8	14
-396894491	3	7	10
-396920584	3	6	9
-396953435	3	7	10
-397006095	3	10	17
-397023032	3	7	12
-397030468	9	8	12
-397178171	3	9	13
-397220383	3	8	12
-397382827	27	8	12
-397452979	9	7	12
-397539939	3	8	13
-397602587	3	8	12
-397812536	3	7	12
-397817815	3	8	10
-397843231	3	6	10
-397984692	3	6	9
-397993211	9	8	12
-398008983	3	6	10
-398018407	9	7	12
-398039335	3	8	12
-398088952	3	8	10
-398246260	3	7	12
-398296187	3	6	10
-398330771	3	8	12
-398428968	3	7	9
-398429447	3	7	12
-398457391	3	6	10
-398471719	3	8	10
-398492455	3	7	12
-398520536	3	8	12
-398575291	3	8	10
-398680095	3	8	12
-398692187	3	10	18
-398702559	3	6	10
-398758436	3	6	10
-398820567	3	8	13
-399006691	3	8	12
-399124451	3	6	10
-399157699	3	7	11
-399198811	27	8	12
-399405191	3	5	6
-399419896	9	7	12
-399589624	3	6	10
-399678007	3	8	13
-399815403	3	8	10
-400079035	3	8	13
-400124740	3	6	10
-400127367	3	7	9
-400165784	3	8	13
-400172159	3	8	12
-400266356	3	11	15
-400639595	3	8	13
-400868867	3	8	10
-400899803	3	8	10
-400900627	3	8	12
-400937555	3	7	11
-401040743	27	7	12
-401044856	3	8	14
-401270007	3	8	12
-401288359	3	8	12
-401310319	3	7	12
-401321487	3	8	17
-401477043	3	8	13
-401574340	3	5	5
-402208804	3	8	12
-402256595	9	7	12
-402394639	3	7	12
-402685912	3	8	12
-402926203	3	6	10
-402930259	3	7	11
-403054815	3	8	12
-403113460	3	8	10
-403203991	3	8	13
-403208227	3	8	13
-403393559	3	8	12
-403422168	3	7	12
-403591447	3	7	12
-403706536	3	8	15
-403732311	3	8	10
-403760703	3	6	10
-403919547	27	7	12
-403921743	3	6	9
-404061176	3	6	10
-404073959	3	8	13
-404130887	3	6	10
-404217012	3	8	12
-404286511	3	8	11
-404366344	3	8	12
-404437172	3	5	6
-404609108	3	6	9
-404678479	3	6	10
-404702952	3	8	13
-404751587	3	6	10
-404753451	3	8	10
-404766903	3	8	12
-404889683	3	8	10
-404929955	3	8	10
-405200659	3	8	13
-405435035	3	7	12
-405599311	3	8	12
-405712459	3	8	12
-406258004	3	9	15
-406318411	3	6	10
-406382664	3	6	9
-406429496	9	7	12
-406535208	3	6	10
-406557427	3	10	16
-406948027	3	6	10
-407047763	3	8	13
-407084827	3	7	8
-407140639	3	9	15
-407147496	3	6	10
-407226355	3	5	6
-407420395	3	6	10
-407442143	3	7	11
-407446399	3	6	10
-407583780	3	9	16
-407811556	3	5	5
-407858695	3	7	11
-408045831	3	7	12
-408072031	3	8	13
-408076347	3	11	19
-408104447	3	6	10
-408146691	3	7	12
-408229935	9	7	12
-408320619	3	7	7
-408354904	3	7	12
-408526799	3	8	12
-408542631	3	8	12
-408815988	3	7	11
-408920647	3	7	11
-409011359	3	8	12
-409057892	3	7	11
-409072231	3	7	11
-409113571	9	9	15
-409146971	9	7	12
-409155159	3	7	12
-409164887	3	8	11
-409225567	9	8	12
-409266235	3	8	12
-409297723	3	8	12
-409632243	3	7	11
-409680367	3	8	15
-409872427	3	8	12
-410105352	3	8	10
-410123908	3	8	10
-410137795	3	8	11
-410229415	3	8	10
-410276964	3	7	11
-410407951	3	8	10
-410649647	3	8	12
-410667539	3	7	12
-410742436	3	6	9
-410907983	3	7	12
-410939479	27	8	12
-410956651	3	8	10
-411167039	3	6	10
-411207416	9	7	12
-411343955	3	8	14
-411473171	3	8	15
-411487451	3	7	11
-411494696	9	9	13
-411675007	3	7	11
-411903572	3	8	13
-411969268	3	5	6
-412052659	3	7	9
-412200840	3	7	12
-412222855	3	5	6
-412253931	3	7	12
-412259891	3	8	10
-412499955	3	8	10
-412546664	3	8	12
-412579211	9	8	12
-412664711	3	7	11
-412739267	3	8	12
-413037220	3	8	10
-413114035	3	7	11
-413320247	3	8	14
-413334611	3	6	10
-413635183	3	5	6
-413657131	3	7	10
-413673236	3	8	13
-413706571	3	6	9
-413714695	3	6	9
-413715895	3	5	6
-413737887	3	8	16
-413828155	3	6	10
-413918923	3	11	13
-414117491	3	7	12
-414127003	3	8	10
-414144068	3	8	10
-414298852	3	9	13
-414342712	3	8	12
-414370468	3	8	10
-414551204	3	8	13
-414580631	3	9	12
-414684312	3	8	13
-414694563	27	8	12
-414700639	3	7	12
-414871411	27	8	12
-415131631	3	8	13
-415143563	9	7	12
-415160612	3	6	10
-415202491	3	7	12
-415228259	9	7	12
-415259239	3	8	10
-415290867	3	8	12
-415298051	3	5	5
-415595779	3	8	12
-415724487	3	7	12
-415855463	3	6	10
-415856887	3	8	11
-416101384	3	8	10
-416178311	3	7	9
-416223039	3	9	15
-416438580	3	8	12
-416716559	3	7	12
-416761715	3	7	12
-416848436	3	8	11
-416871735	3	8	10
-416983655	3	8	10
-416994559	81	8	12
-417027080	3	8	12
-417137691	3	8	11
-417140551	27	7	12
-417175051	3	8	12
-417353343	27	8	12
-417558891	3	8	11
-417565283	3	7	12
-417701256	3	7	11
-417721307	3	8	10
-417902259	3	8	10
-417971203	3	8	13
-418030388	3	8	13
-418153935	9	7	12
-418192615	3	7	11
-418320907	3	8	10
-418404299	27	8	10
-418476839	3	8	14
-418495163	3	6	10
-418500491	3	6	9
-418685588	3	8	12
-418755135	81	8	12
-418761923	3	8	12
-418852616	27	8	12
-418892287	3	8	12
-418908563	3	8	12
-418932719	3	8	10
-419040143	3	6	10
-419459695	3	7	11
-419499211	3	8	12
-419602328	3	8	13
-419652667	27	8	12
-419672495	9	7	12
-419676379	3	7	12
-419679359	3	6	9
-419734487	9	7	12
-419739523	3	8	13
-419867967	3	5	6
-419901583	3	7	9
-420012111	3	8	12
-420061603	3	8	11
-420183524	3	8	12
-420239903	3	8	13
-420499544	3	7	11
-420673719	3	8	13
-420755959	3	6	10
-420907416	3	8	12
-420936967	3	9	13
-420989528	3	8	12
-421013351	3	7	12
-421051843	3	8	10
-421053103	81	8	12
-421242436	9	7	12
-421289979	3	8	12
-421358219	3	8	10
-421478995	3	7	12
-421496707	3	6	10
-421601035	3	6	10
-421653108	3	8	11
-421962899	9	7	12
-422010051	9	7	12
-422022291	3	8	10
-422074371	3	8	12
-422145391	3	11	18
-422501271	3	8	10
-422573027	3	8	12
-422604744	3	8	12
-422671495	9	8	12
-422817896	3	6	10
-422848612	3	8	14
-423006868	3	6	10
-423057791	3	8	13
-423129832	3	8	10
-423157871	3	8	12
-423175927	3	8	11
-423179220	6561	8	12
-423223663	3	8	13
-423403195	3	8	17
-423513652	3	8	13
-423572367	3	7	11
-423628372	3	6	10
-423647444	3	7	10
-423727115	3	6	10
-423887019	3	7	11
-423937579	3	8	12
-424036727	3	8	11
-424250227	3	8	10
-424402996	3	8	13
-424570792	3	8	12
-424595443	3	8	12
-424738232	3	6	10
-424961387	3	8	14
-424998676	3	8	13
-425329967	27	8	12
-425374755	3	8	10
-425400251	3	8	13
-425503272	3	8	12
-425708951	3	8	10
-425752519	3	7	12
-425807087	3	8	13
-426120884	9	8	13
-426166696	3	8	13
-426235096	243	8	12
-426314171	3	6	10
-426342295	3	10	16
-426436324	3	9	12
-426479656	3	8	12
-426523303	81	8	12
-426533092	3	8	12
-426573547	3	8	12
-426640803	3	8	10
-426862299	3	8	14
-426903007	3	8	10
-426917652	3	7	11
-426924759	3	8	13
-427046047	3	8	12
-427129403	3	8	12
-427177796	3	7	12
-427261051	3	6	10
-427333912	3	8	10
-427420491	3	8	10
-427466723	3	7	12
-427737359	3	8	13
-427857252	3	10	17
-427915687	3	8	10
-427917039	3	8	11
-428228040	3	5	6
-428325940	3	6	10
-428389384	3	8	12
-428497267	3	6	10
-428702871	3	7	10
-428963231	3	8	10
-428991123	3	7	12
-429046687	3	7	12
-429060003	3	7	12
-429131832	81	8	12
-429133224	3	8	11
-429171992	3	8	13
-429264911	9	8	12
-429437316	3	7	12
-429499460	3	9	13
-429631640	9	7	12
-429824983	9	8	12
-429877439	3	7	12
-429936771	3	6	9
-430119583	3	6	10
-430131412	3	8	13
-430198136	3	7	12
-430230207	9	8	14
-430313107	9	8	13
-430459624	3	8	10
-430523643	27	8	12
-430563479	3	7	12
-430612628	3	8	13
-430667587	3	8	15
-430723156	3	8	10
-430814759	3	7	12
-430921743	27	8	10
-430949352	3	7	12
-430954372	9	8	13
-431048543	3	8	13
-431164211	3	10	12
-431251879	3	8	12
-431317859	3	7	12
-431327663	3	8	13
-431489015	27	8	12
-431579476	3	8	12
-431688504	3	7	11
-431783087	3	6	10
-431844311	3	8	11
-431911556	3	11	18
-432010648	3	8	13
-432064731	3	6	10
-432104804	3	7	10
-432140431	3	8	11
-432271523	81	8	12
-432326919	3	8	13
-432470515	9	8	12
-432526587	3	6	10
-432551707	3	7	11
-432592003	27	8	12
-432794883	9	8	12
-432822343	3	8	10
-432930927	3	8	11
-433071371	3	6	10
-433103459	3	6	10
-433197083	3	7	13
-433264724	9	9	15
-433295411	3	7	11
-433468472	3	8	12
-433480115	3	8	10
-433515371	3	8	10
-433712407	3	7	11
-433725940	3	8	12
-433738803	3	4	5
-433757695	27	8	12
-434007912	3	7	12
-434041768	3	8	13
-434072891	3	7	12
-434221167	3	8	12
-434235943	3	7	12
-434381907	3	6	9
-434464687	3	7	11
-434538131	3	7	11
-434570731	3	7	11
-434625364	3	8	10
-434672223	3	8	13
-434779384	3	8	10
-434887576	3	7	9
-435005735	3	8	13
-435015160	3	6	10
-435030292	3	8	13
-435322840	3	6	11
-435519335	3	9	18
-435519944	3	6	10
-435550303	3	8	10
-435556787	3	6	9
-435596388	3	7	9
-435606943	3	6	10
-435668603	9	7	12
-435757524	3	6	11
-435832499	3	8	10
-435854939	3	7	12
-435860399	3	6	9
-435899291	3	8	11
-435940571	3	6	9
-435970803	3	6	10
-436069027	3	5	6
-436107703	3	6	10
-436218359	3	8	14
-436226644	3	8	10
-436265223	3	8	10
-436267191	3	11	13
-436460099	3	7	9
-436603547	3	8	10
-436607816	3	8	13
-436631171	3	6	10
-436858996	3	7	10
-436861407	3	7	12
-436917407	3	8	12
-436932943	3	8	11
-436966243	3	8	13
-437230507	3	8	12
-437359931	3	6	10
-437385019	3	7	9
-437398564	3	6	10
-437399763	3	8	10
-437421032	3	10	17
-437494019	3	8	12
-437840895	3	8	11
-437890307	3	7	11
-437952932	3	6	9
-438092519	9	7	12
-438459611	3	6	10
-438479331	3	8	11
-438698319	3	6	10
-438767003	3	8	12
-438842047	3	8	13
-438865343	3	9	15
-438901891	3	7	11
-438953828	3	7	12
-439339336	81	8	12
-439496263	3	7	12
-439574360	3	7	12
-439656215	3	7	11
-439727167	3	8	10
-440261603	3	8	10
-440282471	3	6	10
-440333995	3	9	13
-440385647	3	8	13
-440504371	3	7	10
-440607944	9	7	12
-440779279	3	8	13
-440861015	3	8	12
-440888644	3	8	12
-440952040	3	6	10
-441055627	3	6	9
-441085739	9	7	12
-441125807	3	6	9
-441186243	9	7	12
-441262072	3	6	10
-441282715	3	6	10
-441375179	9	8	12
-441397624	3	8	12
-441538079	3	10	13
-441694264	3	8	13
-441705811	3	6	9
-441766680	3	8	13
-441781604	3	7	12
-441863347	3	8	14
-441908731	3	7	11
-442022271	3	7	12
-442040827	3	7	12
-442078440	3	5	6
-442228883	3	7	11
-442262399	27	8	12
-442269512	3	7	11
-442444888	3	8	12
-442485496	3	6	9
-442591367	3	8	12
-442655924	3	7	12
-442661223	6561	8	12
-442916612	3	8	12
-442928335	3	8	13
-443242731	27	8	12
-443266223	3	8	12
-443293023	3	8	13
-443331795	3	8	14
-443359156	3	8	12
-443724324	3	6	10
-443871471	3	8	13
-443982351	3	6	10
-444081091	3	8	13
-444127711	3	6	10
-444147007	3	8	12
-444178308	3	8	12
-444188971	3	5	6
-444326676	3	7	11
-444430911	3	5	9
-444459347	3	5	9
-444564983	3	6	10
-444578676	3	5	9
-444863679	3	8	10
-444917563	3	6	9
-444920051	3	6	10
-444980383	9	7	12
-445221247	9	7	12
-445224859	3	8	12
-445315940	3	9	15
-445417807	3	8	13
-445429560	3	8	12
-445460639	3	8	15
-445466740	3	6	10
-445626520	27	8	12
-445660231	3	8	10
-445704043	3	6	10
-445749611	9	7	12
-445768424	3	8	11
-445802419	3	8	12
-445988072	81	8	12
-446051940	3	8	15
-446154135	3	6	10
-446212223	3	8	10
-446243647	3	7	12
-446322440	9	8	12
-446692287	3	8	12
-446808404	3	7	12
-446886695	3	6	10
-447111544	3	8	12
-447111687	3	6	10
-447131435	6561	8	12
-447240715	3	8	12
-447242612	3	6	9
-447278980	3	6	9
-447380383	3	6	10
-447406611	3	6	9
-447488792	3	6	10
-447623236	3	8	10
-447736711	3	7	12
-447770296	3	6	9
-447841463	3	7	11
-447917416	3	8	13
-448104891	3	8	11
-448108487	3	8	11
-448597807	3	6	10
-448626523	3	7	11
-448678523	3	7	12
-448808467	3	8	10
-448945591	3	8	10
-448986248	3	6	10
-449070547	3	8	12
-449296583	3	7	11
-449302667	3	7	12
-449358627	3	6	10
-449451780	3	5	9
-449512919	3	8	13
-449557544	3	8	15
-449674259	3	7	12
-449706299	3	8	10
-449763359	3	6	10
-449804552	3	8	13
-449810711	3	7	12
-449815335	3	8	12
-449869643	3	8	13
-449883967	3	7	11
-449936167	3	6	10
-450026167	3	6	11
-450109227	3	6	10
-450209512	3	8	12
-450216687	3	10	18
-450494603	3	8	10
-450708935	3	8	10
-450937867	3	8	10
-450955767	9	8	12
-451400459	3	8	10
-451435911	3	8	13
-451453011	9	8	12
-451513864	3	8	10
-451567048	729	8	12
-451603903	3	6	10
-451638271	27	8	12
-451910071	27	8	12
-452082311	3	7	11
-452138223	9	5	9
-452155343	3	8	11
-452218343	3	8	12
-452365683	3	7	10
-452463567	3	6	10
-452475220	3	9	13
-452738823	3	8	10
-452766551	3	5	6
-452768939	3	6	10
-452803643	3	8	10
-453108376	3	8	10
-453171659	81	8	10
-453420292	3	8	12
-453545351	3	8	10
-453659191	3	7	7
-453669583	3	8	10
-453694559	3	8	10
-453922895	243	8	12
-454110376	3	7	11
-454222499	3	7	9
-454343035	3	6	10
-454462339	3	7	12
-454464628	81	8	12
-454535935	3	6	10
-454545595	3	8	10
-454558360	3	6	10
-454586952	3	8	10
-454646692	3	5	9
-454676303	3	8	12
-454810327	3	8	11
-454859399	3	7	12
-454953403	3	8	10
-454981579	9	8	12
-455145256	3	6	10
-455146388	3	8	12
-455252360	3	8	10
-455342151	3	7	11
-455345579	9	7	10
-455420879	3	8	12
-455427304	243	8	12
-455548984	3	6	10
